Ticker_no,Ticker,Name,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
NASDAQ:JBHT,JBHT,j-b-hunt,JBHT,165.32,17162389209,-15.25093556,-2.16014677,-13.40%,259,1.41,16.78,143.44,5.41,403,277,23,163,217,282,Transportation,14.48943972,31.43628535,11.49702606,18%,1335473000,7431559000,82,117,428,258,221,228,"J.B. Hunt Transport Services, Inc."
NYSE:PLTR,PLTR,palantir,PLTR,8.29,17111904455,-65.64442603,7.38341969,-68.00%,492,10.03,,99.13,7.47,46,,48,117,70,464,Technology Services,-16.95603936,-24.40285147,78.73204233,37%,1202485000,3282338000,488,448,37,95,267,287,Palantir Technologies Inc.
NYSE:CNP,CNP,centerpoint-energy,CNP,27.01,17002874275,1.50319429,-16.27402356,21.20%,57,1.94,10.89,,1.94,346,362,,361,356,72,Utilities,2.50130706,9.62261155,22.03331419,5%,1891000000,36216000000,363,330,362,412,367,441,"CenterPoint Energy, Inc (Holding Co)"
NASDAQ:STLD,STLD,steel-dynamics,STLD,92.92,16968188979,45.71114944,20.78512934,20.60%,61,0.96,3.78,13.02,2.65,449,438,356,296,385,46,Non-Energy Minerals,33.75835293,63.60245855,27.82913575,35%,4975559000,14047698000,7,39,324,105,119,79,"Steel Dynamics, Inc."
NYSE:XYL,XYL,xylem,XYL,93.86,16911860357,-25.86097946,-1.98412698,-24.40%,343,3.18,39.19,171.41,5.1,235,76,17,173,125,400,Producer Manufacturing,4.96052787,13.50441059,37.47372444,24%,1979000000,8189000000,276,280,252,190,250,264,Xylem Inc.
NYSE:WAT,WAT,waters,WAT,282.12,16892194072,-20.67259026,-0.45165843,-20.30%,316,6.12,23.97,39.44,45.44,97,193,192,16,125,403,Health Technology,22.854629,212.6354299,58.07745573,53%,1624514000,3040570000,29,10,125,32,49,10,Waters Corporation
NYSE:SPOT,SPOT,spotify-technology,SPOT,88.7,16847676283,-64.67402127,-8.5189769,-61.40%,484,1.49,,135.69,7,393,,26,129,183,321,Technology Services,-0.34096036,-1.00929022,25.60053755,39%,3032963046,7723784600,445,421,346,73,321,369,Spotify Technology S.A.
NYSE:AMCR,AMCR,amcor,AMCR,11.3,16825920987,-6.22406639,-1.99479618,-4.30%,182,1.14,20.6,70.58,3.97,434,235,86,226,245,227,Process Industries,4.65129716,18.20031653,19.41694169,16%,2800000000,17426000000,286,234,387,283,298,335,Amcor plc
NYSE:CLX,CLX,clorox,CLX,136.25,16780966301,-15.37792684,-3.90718668,-11.90%,246,2.32,35.7,,29.48,308,92,,29,143,379,Consumer Non-Durables,7.39673391,95.5532575,35.48614042,40%,2491000000,6158000000,208,22,260,67,139,107,Clorox Company (The)
NYSE:STE,STE,steris,STE,167.22,16724448358,-26.26984127,-8.9066841,-19.10%,303,3.56,44.33,109.75,2.54,204,56,40,304,151,369,Health Technology,3.23720889,5.80732219,44.15225807,18%,2012441000,11188006000,334,382,206,257,295,326,STERIS plc (Ireland)
NASDAQ:BMRN,BMRN,biomarin-pharmaceutical,BMRN,90.01,16694502687,19.58283513,3.47166341,15.60%,79,8.79,350.87,77.31,3.82,60,7,71,231,92,446,Health Technology,0.89784934,1.23639751,72.25848064,21%,1313631000,6145841000,421,413,67,220,280,304,BioMarin Pharmaceutical Inc.
NYSE:CAG,CAG,conagra-brands,CAG,34.69,16625355461,2.96823983,1.13702624,1.80%,151,1.44,28.81,121.93,1.88,401,135,33,368,234,247,Consumer Non-Durables,2.57063321,6.74391752,24.31003911,13%,2823500000,22219500000,361,371,352,323,352,418,"ConAgra Brands, Inc."
NASDAQ:NTRS,NTRS,northern-trust,NTRS,79.67,16604502368,-36.92003167,-15.32575194,-25.50%,350,2.48,10.52,39.32,1.44,295,369,193,400,314,130,Finance,0.95717782,13.73096314,,,,1.60E+11,415,279,,,347,407,Northern Trust Corporation
NYSE:BR,BR,broadridge,BR,140.99,16586805296,-22.14368546,-13.65668443,-9.80%,225,2.9,30.87,136.45,8.58,259,116,24,98,124,405,Technology Services,6.61935341,28.92012231,27.86606627,20%,1619600000,8168800000,227,142,323,238,233,240,"Broadridge Financial Solutions, Inc."
NYSE:TPL,TPL,texas-pacific-land-corporation,TPL,2137.96,16510120218,68.44543542,15.64354293,45.70%,16,35.24,41.81,58.91,24.36,4,61,107,36,52,477,Miscellaneous,54.29562454,63.67955936,88.27471588,50%,381456000,764708000,3,38,12,40,23,5,Texas Pacific Land Corporation
NYSE:PKI,PKI,perkinelmer,PKI,130.55,16478536486,-26.24293785,1.95236236,-27.70%,376,2.9,23.58,18.35,2.23,260,203,320,332,279,170,Health Technology,5.78500711,11.62845988,49.75386552,19%,2680068000,14189707000,249,305,174,245,243,257,"PerkinElmer, Inc."
NYSE:TDY,TDY,teledyne-technologies,TDY,350.48,16425120627,-20.02920641,-6.66311585,-14.30%,267,3.27,23.89,26.77,2.09,226,195,263,344,257,207,Electronic Technology,4.80927047,8.95988612,38.70781279,13%,1798800000,14047500000,280,342,244,321,297,334,Teledyne Technologies Incorporated
NYSE:NIO,NIO,nio,NIO,11.21,16395757420,-71.62743609,-44.28429423,-49.10%,468,3.08,,,2.75,242,,,287,265,194,Consumer Durables,-12.29218038,-33.42926689,16.24958744,7%,972098727.8,14027388674,480,450,401,395,432,491,NIO Inc.
NYSE:AES,AES,aes,AES,24.48,16351015563,-1.76565008,-6.20689655,4.70%,133,1.4,,,7.94,405,,,107,256,210,Utilities,-0.9972174,-8.22652062,20.55716476,8%,2713000000,36070000000,451,432,374,391,412,481,The AES Corporation
NASDAQ:AZPN,AZPN,aspen-technology,AZPN,253.635,16342403273,57.12736959,11.11670902,41.40%,19,15.98,,,1.31,19,,,416,218,277,Technology Services,,,,4%,644412000,14969922000,,,,431,431,490,"Aspen Technology, Inc."
NYSE:DRI,DRI,darden,DRI,133.32,16316644012,-6.87993295,-0.29913252,-6.60%,202,1.77,18.34,54.36,7.46,358,261,120,119,215,284,Consumer Services,8.91799068,38.06083255,16.02133039,16%,1624700000,10014500000,178,80,402,278,235,244,"Darden Restaurants, Inc."
NASDAQ:ALGN,ALGN,align-technology,ALGN,207.67,16220726597,-66.02202261,-10.5718715,-62.00%,486,4,25.38,67.87,4.31,176,167,90,205,160,355,Health Technology,11.04846138,17.72832527,72.88164226,51%,2953568000,5810119000,136,238,62,38,119,77,"Align Technology, Inc."
NYSE:GRMN,GRMN,garmin-ltd,GRMN,82.77,15962618716,-49.23643054,-3.43017151,-47.40%,464,3.13,15.41,121.69,2.55,238,300,34,302,219,273,Electronic Technology,13.33610665,17.72267181,57.22082017,37%,2890459000,7813696000,97,239,130,92,140,108,Garmin Ltd.
NYSE:DGX,DGX,quest-diagnostics,DGX,136.75,15945911573,-7.31327098,9.4262623,-15.30%,272,1.6,13.25,14.56,2.49,384,332,343,310,342,91,Health Services,9.18081732,19.48206225,38.47872547,31%,4140000000,13223000000,172,218,247,132,192,183,Quest Diagnostics Incorporated
NYSE:WAB,WAB,wabtec,WAB,86.57,15811807810,-7.08382527,-1.5242862,-5.60%,191,2.02,24.55,20.36,1.53,339,174,304,393,303,146,Producer Manufacturing,3.44140653,6.27741418,28.15623075,12%,2135000000,18333000000,328,376,321,338,341,394,Westinghouse Air Brake Technologies Corporation
NYSE:CHWY,CHWY,chewy,CHWY,37.38,15801114734,-43.27769347,14.31192661,-50.40%,469,1.63,,683.72,993.16,378,,6,1,128,398,Retail Trade,-2.50898419,-57.19378105,26.06244021,98%,2318882000,2368513000,464,456,342,2,316,365,"Chewy, Inc."
NASDAQ:CINF,CINF,cincinnati-financial,CINF,99.24,15798952843,-17.03728473,1.7324449,-18.50%,296,1.65,30.35,11.8,1.2,376,122,363,429,323,117,Finance,1.88142183,4.83691045,,,,28548000000,380,389,,,385,461,Cincinnati Financial Corporation
NYSE:CMS,CMS,cms-energy,CMS,54.43,15795345898,-10.75586162,-18.91851631,10.10%,108,2.13,11.9,,2.44,324,343,,316,328,112,Utilities,2.62743037,12.22879684,19.37406855,5%,1535000000,29040000000,355,294,388,411,362,429,CMS Energy Corporation
NYSE:KEY,KEY,keycorp,KEY,16.9,15761929466,-29.58333333,-4.24929178,-26.50%,364,2.05,7.24,36.13,0.95,335,406,208,451,350,82,Finance,1.13714113,13.92207792,,,,1.90E+11,403,275,,,339,393,KeyCorp
NASDAQ:PODD,PODD,insulet,PODD,227,15754617790,-24.21713294,-11.81041181,-14.10%,265,13.25,430.82,,26.39,30,5,,34,23,494,Health Technology,1.71397434,7.85025525,67.49002631,36%,756000000,2113700000,386,354,88,102,233,240,Insulet Corporation
NASDAQ:INCY,INCY,incyte,INCY,70.58,15699154523,6.85844058,3.15697165,3.60%,143,5.13,16.23,28.67,4.04,122,288,253,224,222,268,Health Technology,20.49108933,26.91994014,93.4375896,53%,2798932000,5319035000,40,154,5,34,58,18,Incyte Corporation
NASDAQ:FOX,FOX,fox,FOX,27.61,15656786323,-31.23287671,-13.25793277,-20.70%,321,1.12,12.95,13.33,1.33,436,335,351,414,384,47,Consumer Services,5.34237769,10.72923159,32.1597252,20%,4494000000,22185000000,263,314,280,234,273,293,Fox Corporation
NYSE:SYF,SYF,synchrony,SYF,32.41,15613810193,-37.52891288,1.63060521,-38.50%,436,1.6,4.61,4.03,1.29,383,428,420,419,413,26,Finance,3.94194972,26.74882204,92.43881857,11%,10319000000,95200000000,310,158,6,350,206,202,Synchrony Financial
NASDAQ:HOLX,HOLX,hologic,HOLX,62.51,15605817188,-14.55713505,-3.34003402,-11.60%,240,2.84,10.4,9.14,3.7,266,371,382,240,315,129,Health Technology,16.84978828,34.07549296,62.4940204,40%,3753600000,9357400000,58,102,100,69,82,46,"Hologic, Inc."
NASDAQ:MPWR,MPWR,monolithic-power-system,MPWR,332.83,15572782729,-33.58277458,-19.34326911,-17.70%,289,12.59,45.56,203.31,11.8,35,54,12,70,43,483,Electronic Technology,21.25480105,26.74280625,58.0502741,38%,685459000,1785693000,35,159,126,79,100,57,"Monolithic Power Systems, Inc."
NYSE:FDS,FDS,factset-research-systems,FDS,407.09,15501757973,-3.68381205,-8.0625127,4.80%,131,8.39,38.99,40.96,11.42,65,78,180,74,99,439,Technology Services,12.72323815,33.8123855,52.75721138,24%,972786000,4014305000,103,104,155,189,138,106,FactSet Research Systems Inc.
NYSE:BALL,BALL,ball,BALL,49.2,15463925997,-46.82805577,-11.85954855,-39.70%,440,1.15,21.42,,4.29,431,225,,208,288,158,Process Industries,3.7332801,21.05855856,12.82607267,10%,2032000000,20926000000,318,201,418,364,325,376,Ball Corporation
NYSE:IEX,IEX,idex,IEX,203.95,15393248634,-6.22126173,-1.81494319,-4.50%,183,5.51,29.68,54.46,5.42,112,127,119,161,130,395,Producer Manufacturing,10.57658282,18.77833274,44.86417202,28%,1361500000,4912800000,143,227,203,157,183,166,IDEX Corporation
NYSE:MKL,MKL,markel,MKL,1133.32,15376783253,-14.16063259,-3.817364,-10.80%,233,1.2,637.92,8.14,1.08,429,3,391,440,316,125,Finance,0.18644793,0.52979334,,,,38507860000,441,418,,,430,489,Markel Corporation
NYSE:TRGP,TRGP,targa-resources,TRGP,67.79,15358326595,20.06730429,-3.08791994,23.90%,47,0.86,84.8,7.42,7.46,456,22,399,118,249,221,Energy Minerals,3.25179454,19.97283152,11.60410502,14%,2093300000,15334300000,333,213,427,313,322,370,"Targa Resources, Inc."
NASDAQ:EXPE,EXPE,expedia,EXPE,97.27,15325725296,-40.42018866,-6.63275101,-36.20%,425,1.62,46.48,9,7.05,381,53,385,127,237,244,Consumer Services,1.85998978,25.87432471,77.31234186,25%,6262000000,24744000000,381,168,48,178,194,186,"Expedia Group, Inc."
NYSE:EDR,EDR,endeavor,EDR,21.66,15264624471,-12.73166801,-6.31487889,-6.80%,204,1.11,15.94,41.25,4.54,438,292,177,191,275,176,Consumer Services,3.34221159,24.23614721,47.89939078,19%,2197652000,11736618000,330,187,178,249,236,246,"Endeavor Group Holdings, Inc."
NYSE:AGR,AGR,avangrid,AGR,39.43,15244592582,-25.16606567,-20.32733886,-6.10%,192,1.96,16.6,,0.79,341,280,,459,360,68,Utilities,2.30606362,4.67799943,26.50558077,4%,1618000000,39752000000,368,391,340,434,383,455,"Avangrid, Inc."
NYSE:SJM,SJM,smucker,SJM,142.81,15217453826,17.0957691,2.06546598,14.70%,83,1.9,25.92,49.13,1.84,350,156,141,371,255,215,Consumer Non-Durables,3.60805703,7.18497542,29.65347708,15%,2419300000,16276700000,321,364,306,300,323,371,J.M. Smucker Company (The) New
NASDAQ:EXPD,EXPD,expeditors,EXPD,92.95,15206200250,-22.08064381,2.43553009,-23.90%,341,0.93,9.9,36.13,4.29,451,380,207,207,311,135,Transportation,23.0701201,46.50668569,13.6163244,32%,2351699000,7361142000,25,62,414,131,158,128,"Expeditors International of Washington, Inc."
NYSE:CPB,CPB,campbell-soup,CPB,50.25,15043061623,21.49419729,4.53505305,16.20%,76,1.76,19.94,30.54,4.48,361,243,240,193,259,202,Consumer Non-Durables,6.40819436,23.35338578,29.77108152,22%,2587000000,11892000000,236,189,305,217,237,248,Campbell Soup Company
NASDAQ:COIN,COIN,coinbase,COIN,66.38,14945037820,-78.72163098,-3.6574746,-77.90%,496,1.76,,5.1,2.16,360,,416,336,371,58,Technology Services,-0.43840573,-5.09354675,80.23476387,6%,6571520000,1.05E+11,446,428,31,399,326,378,"Coinbase Global, Inc."
NYSE:FMC,FMC,fmc,FMC,117.2,14762425668,26.41570489,9.18576486,15.80%,78,2.95,21.28,30.02,4.78,252,227,244,179,226,255,Process Industries,6.9361375,24.52083869,43.11641747,20%,2201200000,11044200000,219,185,214,236,214,214,FMC Corporation
NYSE:HWM,HWM,howmet-aerospace,HWM,35.37,14692805281,14.83766234,1.69637723,12.90%,89,2.98,38.21,59.94,4.15,250,80,105,213,162,349,Electronic Technology,3.73941559,10.88474142,23.51939451,11%,1134000000,10052000000,317,312,356,342,332,383,Howmet Aerospace Inc.
NYSE:J,J,,J,115.02,14677196383,-15.63118903,-4.12603151,-12.00%,250,1.06,31.74,33.87,2.45,441,112,221,314,272,182,Industrial Services,3.10198348,7.68206779,21.26036186,19%,2857196000,14722210000,337,360,369,240,327,381,Jacobs Solutions Inc.
NASDAQ:HZNP,HZNP,horizon-pharma,HZNP,63.68,14670876682,-44.15504692,-0.31308704,-44.00%,452,4.57,19.34,26.49,3.05,145,251,264,274,234,250,Health Technology,8.96741078,16.96298561,75.38947191,27%,2431898000,8853473000,175,244,56,159,159,130,Horizon Therapeutics Public Limited Company
NASDAQ:ICLR,ICLR,icon,ICLR,177.99,14510921998,-35.90103717,-10.11513988,-28.70%,382,2.17,69.3,29.9,1.76,320,31,245,379,244,231,Commercial Services,2.0358283,4.12626121,20.25354388,7%,1193227000,17036332000,375,396,377,394,386,463,ICON plc
NASDAQ:NLOK,NLOK,nortonlifelock,NLOK,21.8,14509425652,-16.63479924,2.68487989,-18.80%,300,4.57,15.01,23.94,,146,308,281,,245,228,Technology Services,13.34686232,,82.49911253,37%,2303000000,6247000000,96,,24,94,71,29,NortonLifeLock Inc.
NYSE:PINS,PINS,pinterest,PINS,21.5,14479431447,-65.27216928,-14.068745,-59.60%,482,6.91,72.71,35.5,4.97,83,29,211,175,125,403,Technology Services,6.6975314,7.81338209,78.70759542,55%,2048707000,3694032000,226,358,38,25,162,135,"Pinterest, Inc."
NYSE:BBY,BBY,best-buy,BBY,63.77,14356592086,-44.26186522,-10.86105675,-37.50%,432,0.3,8.42,13.32,4.73,493,397,352,180,356,74,Retail Trade,10.4241426,49.03832849,21.69702138,75%,11552000000,15419000000,149,55,364,4,143,112,"Best Buy Co., Inc."
NASDAQ:CHKP,CHKP,check-point-software-technologies,CHKP,114.31,14335768089,-6.63236135,-2.06477039,-4.70%,185,6.95,18.57,13.16,4.45,82,259,353,195,222,267,Technology Services,14.01096464,25.08935521,87.15563665,34%,1895500000,5613100000,89,180,14,116,100,57,Check Point Software Technologies Ltd.
NYSE:OMC,OMC,omnicom-group,OMC,70.18,14310833535,-6.2767094,6.43008796,-11.90%,247,1.03,10.91,22.98,4.35,445,360,290,202,324,116,Commercial Services,5.24168729,43.24476824,18.07407822,10%,2527100000,24132200000,267,67,393,356,271,291,Omnicom Group Inc.
NASDAQ:NTAP,NTAP,netapp,NTAP,65.6,14259190074,-27.46572313,-1.54585022,-26.30%,360,2.26,14.98,31.12,16.4,312,309,237,49,227,254,Electronic Technology,10.14973262,137.8358751,65.87670384,44%,4214000000,9544000000,155,15,92,54,79,38,"NetApp, Inc."
NYSE:ATO,ATO,atmos-energy,ATO,101.74,14232603845,7.54756871,-10.98862642,20.80%,59,3.81,18.15,,1.68,188,265,,384,279,169,Utilities,3.66602956,8.81359147,30.82095795,6%,1217777000,21655484000,320,343,293,409,341,396,Atmos Energy Corporation
NYSE:CSL,CSL,carlisle-cos,CSL,273.88,14166247463,25.63879077,-6.52559727,34.40%,30,2.99,19.06,73.54,5.34,249,253,79,164,186,314,Producer Manufacturing,10.9100395,27.65539392,29.08109182,16%,1212400000,7577700000,139,152,313,285,222,229,Carlisle Companies Incorporated
NASDAQ:LKQ,LKQ,lkq,LKQ,51.49,14128339172,-6.97951707,3.99919208,-10.60%,231,1.14,11.88,16.65,2.49,433,344,331,309,354,76,Consumer Durables,9.83790573,21.07945605,38.62834777,42%,5062536000,12134000000,161,200,245,62,167,142,LKQ Corporation
NASDAQ:APA,APA,apa-corporation,APA,43.19,14102840743,57.97366496,7.33101392,47.20%,15,1.95,4.67,4.41,,345,427,418,,397,36,Energy Minerals,23.2864276,,51.15147905,25%,3272000000,12924000000,24,,166,177,122,86,APA Corporation
NYSE:EQT,EQT,eqt,EQT,37.88,13994378439,78.67924528,-20.67015707,125.20%,2,1.93,,11.61,1.53,349,,366,394,370,59,Energy Minerals,-3.86219879,-9.26034169,60.26416551,13%,2971156000,22621664000,468,434,115,318,334,385,EQT Corporation
NYSE:TYL,TYL,tyler-technologies,TYL,335.95,13969296800,-34.95517822,-5.84888739,-30.90%,397,8.88,79.31,65.91,5.95,58,26,92,147,81,455,Technology Services,3.79467693,7.83484637,39.20942821,14%,664795000,4787046000,315,357,238,306,304,348,"Tyler Technologies, Inc."
NYSE:CRBG,CRBG,corebridge-financial-inc,CRBG,21.64,13957800000,5.56097561,-0.04618938,5.60%,126,0.6,1.22,,0.49,473,443,,469,462,2,Finance,,,50,4%,,3.37E+11,,,170,435,303,345,Corebridge Financial Inc.
NYSE:AVY,AVY,avery-dennison,AVY,171.04,13898095597,-20.28337062,-3.56881096,-17.30%,285,1.68,18.45,31.77,7.24,372,260,231,122,246,226,Process Industries,10.46510827,41.72503777,27.08321696,29%,2309200000,8092400000,147,69,332,151,175,156,Avery Dennison Corporation
NASDAQ:TRMB,TRMB,trimble,TRMB,55.88,13839097169,-35.35400278,-5.03059143,-31.90%,407,3.72,26.13,31.48,3.4,197,154,235,256,211,291,Electronic Technology,7.4572999,13.3866108,54.27531032,28%,1957900000,6919500000,205,282,146,153,197,188,Trimble Inc.
NYSE:TWLO,TWLO,twilio,TWLO,75.45,13816817027,-79.26058274,1.24798712,-79.50%,498,4.34,,,1.16,157,,,432,295,153,Technology Services,-8.34475267,-9.84301387,45.86247739,10%,1314370000,12869229000,474,437,191,358,365,435,Twilio Inc.
NYSE:BG,BG,bunge,BG,90.8,13792355035,3.65296804,-1.11086909,4.80%,130,0.23,7.73,,1.82,495,401,,375,424,15,Process Industries,6.77281731,22.34229706,6.59236901,19%,5108000000,27419000000,222,197,437,250,277,297,Bunge Limited Bunge Limited
NASDAQ:JKHY,JKHY,henry-jack-and-associates,JKHY,187.32,13652426121,9.26271582,-1.62281393,11.10%,101,7.01,37.57,39.98,9.78,80,85,187,87,110,422,Technology Services,14.83622256,26.87363356,41.91032506,33%,814270000,2504372000,80,155,219,127,145,116,"Jack Henry & Associates, Inc."
NASDAQ:AKAM,AKAM,akamai,AKAM,85.88,13651238580,-20.80413132,-0.39434006,-20.50%,320,4.03,23.93,22.58,2.98,173,194,291,279,234,247,Technology Services,7.16774469,13.20409015,59.26142073,25%,2062314000,8211054000,215,283,118,180,199,190,"Akamai Technologies, Inc."
NASDAQ:ZBRA,ZBRA,zebra,ZBRA,263.04,13622826229,-50.01805157,-8.93543362,-45.10%,456,2.45,27.87,31.77,4.59,298,143,232,187,215,283,Electronic Technology,7.65911543,19.48255586,42.85714286,34%,2515000000,7385000000,202,217,215,112,187,172,Zebra Technologies Corporation
NASDAQ:SIVB,SIVB,svb-financial,SIVB,230.03,13590702756,-67.3387383,-37.32152589,-47.90%,466,2.9,11.22,23.48,1.41,261,355,285,408,327,114,Finance,0.86712573,11.74812976,,,,2.13E+11,425,301,,,363,431,SVB Financial Group
NASDAQ:SWKS,SWKS,skyworks-solutions,SWKS,84.14,13499891606,-49.00606061,-14.37875242,-40.40%,443,2.66,10.35,34.49,2.54,280,373,217,303,293,154,Electronic Technology,16.05977455,25.23549634,45.67770665,29%,2494100000,8694600000,72,178,192,150,148,119,"Skyworks Solutions, Inc."
NYSE:BILL,BILL,bill-com,BILL,128.38,13459405276,-56.36153506,-10.49292338,-51.20%,471,20.19,,,3.3,12,,,263,138,385,Technology Services,-4.30584848,-9.97331014,69.25343704,4%,411604000,9256026000,469,438,81,429,354,423,"Bill.com Holdings, Inc."
NASDAQ:FCNCA,FCNCA,first-citizens-bancshares,FCNCA,846.51,13432063231,-1.41958775,-0.52761457,-0.90%,170,4.24,15.16,,1.89,162,304,,366,277,173,Finance,0.94978568,10.2305852,,,,1.08E+11,416,324,,,370,442,"First Citizens BancShares, Inc."
NYSE:L,L,loews,L,55.5,13372577477,-3.86280963,2.58780037,-6.30%,196,0.95,12.46,7.07,0.75,450,342,404,460,414,24,Finance,1.36249913,6.48879018,,,,77071000000,394,373,,,384,457,Loews Corporation
NYSE:BAH,BAH,booz-allen,BAH,101.03,13369081017,23.84162785,4.47776629,18.50%,69,1.61,26.19,26.47,12.62,382,152,266,68,217,278,Commercial Services,8.52601428,48.02063701,21.58380675,31%,1844168000,5962399000,185,56,365,137,186,170,Booz Allen Hamilton Holding Corporation
NYSE:EVRG,EVRG,evergy,EVRG,58.16,13348999670,-9.53491989,-13.32339791,4.40%,136,2.34,16.02,,1.41,305,291,,407,334,103,Utilities,2.86655384,8.96284432,31.82843409,6%,1739400000,29188800000,344,341,285,405,344,402,"Evergy, Inc."
NYSE:MGM,MGM,mgm-resorts,MGM,33.92,13334023948,-27.82978723,-1.79502027,-26.50%,365,1.63,4.54,24.64,2.43,380,430,276,318,351,81,Consumer Services,7.49716143,53.62054197,38.8392501,7%,3498921000,48432138000,204,51,242,392,222,229,MGM Resorts International
NYSE:TXT,TXT,textron,TXT,62.94,13313798673,-15.11800405,-0.55300995,-14.60%,268,1.11,16.81,14.51,1.94,437,276,344,360,354,76,Electronic Technology,5.1378847,12.44768253,16.82040587,17%,2704000000,15879000000,270,288,398,268,306,352,Textron Inc.
NYSE:NVR,NVR,nvr,NVR,4046.65,13283796059,-19.4197802,-1.30121951,-18.40%,292,1.75,9.52,18.62,4.41,363,386,317,200,317,123,Consumer Durables,27.39288296,50.58295108,25.85570968,37%,1979675300,5287699000,13,53,344,87,124,90,"NVR, Inc."
NYSE:AVTR,AVTR,avantor,AVTR,19.63,13231301165,-49.17141378,-10.16018307,-43.40%,450,1.6,22.35,32.48,3.76,385,215,225,235,265,193,Process Industries,5.0938794,16.86294498,34.21108013,16%,2211900000,13430900000,272,246,264,275,264,281,"Avantor, Inc."
NASDAQ:UAL,UAL,united-airlines,UAL,40.44,13220962066,-12.42962321,7.89754536,-18.80%,301,0.51,,,2.51,481,,,307,394,38,Transportation,-1.08778985,-14.56094491,5.07522026,-5%,-3712000000,68968000000,453,444,439,450,447,497,"United Airlines Holdings, Inc."
NASDAQ:PTC,PTC,ptc,PTC,112.39,13202046926,-12.70679612,-0.85568102,-12.00%,249,7.09,25.7,40.37,6.22,79,159,185,140,141,382,Technology Services,11.33002192,25.71718398,77.7684334,31%,1406661000,4605538000,127,170,41,139,119,81,PTC Inc.
NYSE:WOLF,WOLF,wolfspeed,WOLF,105.77,13136846298,17.1966759,-12.20949535,33.50%,31,16.4,,,5.17,17,,,170,94,445,Electronic Technology,-8.01433945,-12.95491461,31.58670598,6%,235700000,3917500000,473,442,286,402,401,477,"Wolfspeed, Inc."
NASDAQ:FSLR,FSLR,first-solar,FSLR,122.6,13068492736,17.70353303,-8.8679105,29.20%,39,4.34,67.25,,2.12,158,32,,341,177,329,Electronic Technology,2.57874335,3.23855671,14.39105251,10%,729531000,7419369000,358,402,411,363,384,457,"First Solar, Inc."
NYSE:LDOS,LDOS,leidos-holdings,LDOS,95.39,13024611009,-4.97110978,1.58679446,-6.50%,200,0.97,18.13,17.46,3.05,448,266,325,275,329,110,Electronic Technology,5.59370419,17.89460694,14.92356914,16%,2014000000,12887000000,256,236,408,292,298,337,"Leidos Holdings, Inc."
NYSE:FHN,FHN,first-horizon,FHN,24.19,12980584021,40.15063731,3.15565032,35.90%,27,4.27,16.18,3.58,1.67,161,289,422,385,314,130,Finance,1.01992466,10.61325116,,,,80299000000,410,316,,,363,431,First Horizon Corporation
NASDAQ:MDB,MDB,mongodb,MDB,188.9,12978767872,-62.38475477,-13.63386979,-56.40%,479,14.11,,4529.81,19.32,27,,1,43,24,493,Technology Services,-15.29259716,-53.93876705,70.58514874,25%,605190000,2451598000,485,455,77,184,300,342,"MongoDB, Inc."
NYSE:OVV,OVV,ovintiv,OVV,51,12969169418,28.85295604,1.11022998,27.40%,42,1.27,5.46,6.01,2.55,420,421,411,301,388,43,Energy Minerals,16.9257581,49.77960021,44.99886767,28%,4137000000,14923000000,56,54,202,156,117,72,Ovintiv Inc. (DE)
NASDAQ:SPLK,SPLK,splunk,SPLK,79.2,12885839262,-52.5748503,-11.54791155,-46.40%,458,4.73,,170.64,56.16,141,,19,12,57,473,Technology Services,-17.73613436,-442.9549292,73.90844913,37%,1939695000,5209556000,489,469,59,90,277,298,Splunk Inc.
NYSE:DINO,DINO,,DINO,59.27,12852319213,60.36255411,13.82753985,40.90%,20,0.52,7.6,,1.7,480,402,,382,421,18,Energy Minerals,10.11880848,22.06745552,9.16315435,6%,1151684000,19177854000,156,199,432,403,298,335,HF Sinclair Corporation
NYSE:COO,COO,cooper-cos,COO,259.99,12829462266,-36.81895504,-8.42197957,-31.00%,399,4.36,29.46,39.84,1.82,155,128,188,374,211,289,Health Technology,4.06942403,6.20993503,60.11181861,16%,1809700000,11552100000,304,378,116,290,272,292,"The Cooper Companies, Inc."
NYSE:FLT,FLT,fleetcor-technologies,FLT,170.47,12787524811,-37.7733163,-15.04111637,-26.80%,367,4.86,14.09,17.33,4.51,133,322,327,192,244,232,Commercial Services,6.77168174,30.40982975,71.94306181,14%,2030765000,14710215000,223,127,69,309,182,165,"FleetCor Technologies, Inc."
NASDAQ:ETSY,ETSY,etsy,ETSY,100.91,12776104762,-56.6183741,-3.57381749,-55.00%,478,6.14,34.35,51.52,19.69,96,100,129,42,92,447,Retail Trade,11.90918586,73.86713523,70.71039438,46%,1674602000,3607100000,115,30,76,49,68,25,"Etsy, Inc."
NYSE:HUBS,HUBS,hubspot,HUBS,265.47,12747657928,-66.44335175,-8.40808722,-63.40%,487,9.55,,129.06,14.37,50,,28,59,46,480,Technology Services,-4.46385162,-11.42497008,80.79034877,46%,1041801000,2273959000,470,440,29,50,247,262,"HubSpot, Inc."
