Ticker_no,Ticker,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
TSE:6923,6923,6923,2433,3.90E+11,-14.63157895,-3.18344608,-11.80%,321,1.02028463,21.71132325,906.767,0.89523138,274,165,3,360,201,302,Producer Manufacturing,3.10194651,4.18183278,17.32874808,11%,65465000000,6.11E+11,337,430,389,384,385,423,STANLEY ELECTRIC CO
TSE:2229,2229,2229,3005,3.88E+11,9.03483309,1.34907251,7.60%,144,1.6413113,22.62216153,99.2508,2.23816272,185,159,32,155,133,386,Consumer Non-Durables,7.53941817,10.16554861,33.39578865,35%,83869000000,2.36E+11,131,235,211,84,165,128,CALBEE INC
TSE:4536,4536,4536,962,3.85E+11,-41.16207951,-1.43442623,-40.30%,481,1.47394382,14.75996976,29.414,1.16230996,202,250,160,285,224,273,Health Technology,6.18513945,8.10369407,54.64085996,32%,1.47E+11,4.61E+11,183,310,83,114,173,136,SANTEN PHARMACEUTICAL CO
TSE:7564,7564,7564,4710,3.84E+11,-23.41463415,-2.58531541,-21.40%,418,3.18680877,20.09170491,59.7149,3.57777823,81,189,76,86,108,421,Distribution Services,15.80137955,19.0976735,38.82771373,35%,44044000000,1.25E+11,30,71,165,86,88,43,WORKMAN CO LTD
TSE:4194,4194,4194,9980,3.84E+11,16.7251462,12.76836158,3.50%,181,9.39240483,70.47351797,32.523,13.19123522,22,22,146,12,51,472,Finance,14.4931839,22.83153074,86.79983619,83%,38152000000,45762000000,35,41,7,3,22,3,VISIONAL INC
TSE:5032,5032,5032,12700,3.81E+11,164.033264,16.94290976,125.80%,1,26.19284755,,,58.71408477,1,,,1,1,500,Commercial Services,35.84736682,56.74408447,,54%,5958907000,10962436000,3,5,,19,9,2,ANYCOLOR INC
TSE:4004,4004,4004,2100,3.80E+11,-26.41906097,-3.18118949,-24.00%,430,0.23356223,11.42783901,9.91398,0.74757533,482,325,308,396,378,71,Process Industries,1.51433185,6.7391464,23.2023931,14%,3.22E+11,2.22E+12,410,364,323,332,357,397,SHOWA DENKO KK
TSE:4182,4182,4182,1854,3.79E+11,-21.20696983,-9.20666014,-13.20%,343,0.5560169,7.82978073,,0.6898687,375,412,,418,402,38,Process Industries,5.45567698,8.96399877,23.19058088,16%,1.58E+11,9.91E+11,228,277,324,313,286,312,MITSUBISHI GAS CHEMICAL CO INC
TSE:2331,2331,2331,3745,3.79E+11,-25.39840637,3.16804408,-27.70%,453,0.78240556,14.00687893,14.4948,1.27493869,319,269,264,268,280,191,Commercial Services,5.64040945,9.41207274,25.10347921,24%,1.20E+11,4.98E+11,216,263,307,183,242,238,SOHGO SECURITY SERVICES CO.LTD.
TSE:9513,9513,9513,2070,3.79E+11,29.45590994,-1.66270784,31.60%,36,0.35508532,5.60577096,,0.42043739,438,452,,481,457,11,Utilities,2.22861593,7.53765977,10.92084588,4%,1.37E+11,3.27E+12,384,333,440,443,400,439,ELECTRIC POWER DEVELOPMENT
TSE:7459,7459,7459,1794,3.77E+11,-16.08980355,-3.65198711,-12.90%,338,0.12468339,14.58041467,12.3379,0.72811079,499,254,285,403,360,92,Distribution Services,1.65440557,5.29255269,6.2383412,12%,2.05E+11,1.72E+12,407,399,465,364,409,451,MEDIPAL HOLDINGS CORP
TSE:6471,6471,6471,729,3.74E+11,-11.7433414,-4.95436767,-7.10%,278,0.4404267,28.69012727,,0.6151261,413,98,,438,316,146,Producer Manufacturing,1.09404703,2.21489279,19.44520339,13%,1.64E+11,1.26E+12,430,467,365,352,404,443,NSK
TSE:7453,7453,7453,1417,3.73E+11,-38.86971527,11.92733017,-45.40%,491,0.72194681,14.61557806,79.7963,1.48075125,330,253,44,235,216,287,Consumer Non-Durables,6.16847642,10.79417963,47.23311117,59%,2.34E+11,3.99E+11,184,213,113,12,131,87,RYOHIN KEIKAKU CO
TSE:7649,7649,7649,6010,3.71E+11,-28.45238095,-1.47540984,-27.40%,448,0.60975795,20.55961472,,1.78310966,354,179,,199,244,239,Retail Trade,5.4543073,8.8232003,30.43318666,55%,1.91E+11,3.50E+11,229,282,239,18,192,172,SUGI HOLDINGS CO.LTD.
TSE:8905,8905,8905,1632,3.71E+11,-5.66473988,-3.03030303,-2.70%,238,1.18089313,27.58051447,,0.89818215,246,107,,358,237,250,Finance,0.88766224,3.14498433,20.09691269,4%,66846000000,1.63E+12,437,453,359,444,423,461,AEON MALL CO LTD
TSE:4088,4088,4088,1634,3.70E+11,-5.65819861,-6.84150513,1.30%,201,0.41989444,9.18760498,25.3053,0.94472872,421,380,187,337,331,129,Process Industries,4.09903943,10.62227848,25.53564715,18%,1.85E+11,1.04E+12,289,219,301,277,272,293,AIR WATER INC
TSE:7735,7735,7735,7920,3.69E+11,-13.44262295,-12.09766926,-1.50%,229,0.92360604,6.86484789,8.82685,1.45722573,296,434,311,239,320,140,Producer Manufacturing,12.75061609,23.60490466,33.82338946,28%,1.34E+11,4.73E+11,47,38,206,140,108,60,SCREEN HOLDINGS CO LTD
TSE:2282,2282,2282,3605,3.69E+11,-10.76732673,-6.96774194,-4.10%,252,0.3156965,7.67478557,,0.77427183,457,415,,389,420,29,Consumer Non-Durables,4.47948932,8.63949221,16.11707925,20%,1.86E+11,9.48E+11,268,290,400,239,299,335,NH FOODS LTD
TSE:5101,5101,5101,2294,3.68E+11,14.47105788,-1.33333333,16.00%,93,0.54966694,7.10961377,13.3949,0.70200646,378,427,274,412,373,75,Consumer Durables,4.36063902,8.20521886,36.38738243,19%,2.24E+11,1.16E+12,274,304,185,248,253,255,YOKOHAMA RUBBER CO
TSE:3197,3197,3197,1579,3.59E+11,0.57324841,2.73259597,-2.10%,235,1.2846141,55.76724826,8.79677,2.17013009,229,34,312,159,184,324,Consumer Services,1.45476144,4.07327613,53.06610186,32%,1.39E+11,4.35E+11,414,434,92,113,263,274,SKYLARK HOLDINGS CO LTD
TSE:4927,4927,4927,1622,3.59E+11,-35.88932806,0.74534161,-36.40%,474,2.05418724,23.5941745,31.9158,2.11836731,134,147,149,164,149,368,Consumer Non-Durables,7.53024008,8.96368069,82.35601628,70%,1.44E+11,2.07E+11,132,278,16,7,108,61,POLA ORBIS HOLDINGS INC
TSE:6268,6268,6268,2990,3.59E+11,-23.33333333,-3.8585209,-20.30%,405,1.22756731,,20.8511,1.51772629,237,,209,232,226,270,Producer Manufacturing,-1.73050357,-3.45449389,26.04155416,18%,82043000000,4.66E+11,488,486,296,279,387,428,NABTESCO CORP
TSE:6113,6113,6113,1031,3.58E+11,-11.12068966,-1.90294957,-9.40%,299,1.15198435,12.23716958,11.2229,0.75069753,249,303,302,395,312,153,Producer Manufacturing,4.97541871,6.28777659,43.066294,20%,1.24E+11,6.27E+11,247,376,138,237,250,248,AMADA CO LTD
TSE:6028,6028,6028,3325,3.58E+11,-6.99300699,13.2493188,-17.90%,381,2.01583818,23.35464925,25.8858,5.2437941,137,151,182,44,129,397,Commercial Services,11.87196344,24.50434714,26.21353249,31%,44391000000,1.42E+11,55,35,293,122,126,81,TECHNOPRO HOLDINGS INC
TSE:4385,4385,4385,2208,3.55E+11,-67.43362832,4.1509434,-68.70%,500,2.32823649,,,9.13656944,115,,,18,67,461,Retail Trade,-2.51331776,-19.58324171,64.70224211,28%,95144000000,3.40E+11,490,496,52,145,296,327,MERCARI INC
TSE:8111,8111,8111,7740,3.51E+11,13.15789474,-4.3263288,18.30%,83,3.58396905,22.37786114,21.9995,5.54857305,72,161,201,39,118,408,Consumer Non-Durables,17.40767399,27.60291832,52.69128462,55%,51744000000,94125000000,21,26,95,17,40,10,GOLDWIN INC
TSE:3116,3116,3116,1845,3.45E+11,-12.14285714,-5.43311123,-7.10%,277,0.24501659,13.56072279,4.90801,0.90199673,478,276,333,357,361,91,Producer Manufacturing,2.79314968,6.94860371,9.9933758,18%,1.75E+11,9.75E+11,352,355,453,274,359,398,TOYOTA BOSHOKU CORP
TSE:9468,9468,9468,2646,3.42E+11,-11.35678392,-4.51100686,-7.20%,279,1.60553038,20.64953726,26.3965,2.16534956,192,177,179,161,177,331,Technology Services,5.99427068,11.61845346,35.52078068,23%,75587000000,3.27E+11,195,190,195,198,195,176,KADOKAWA CORPORATION
TSE:3697,3697,3697,19380,3.41E+11,-19.41787942,-1.67427702,-18.00%,386,5.27969965,68.85729893,53.1414,13.33063541,48,23,87,11,42,478,Technology Services,13.3120881,20.7066566,31.14915247,50%,20207466000,40230021000,42,57,232,29,90,45,SHIFT INC
TSE:9508,9508,9508,722,3.41E+11,-14.55621302,-9.41028858,-5.70%,266,0.19746088,,,0.63087544,489,,,432,461,9,Utilities,-0.82762649,-6.80383721,-1.29647794,4%,2.15E+11,5.43E+12,484,489,470,448,473,491,KYUSHU ELECTRIC POWER CO INC
TSE:1414,1414,1414,6350,3.41E+11,33.68421053,0.63391442,32.80%,33,4.21876763,27.70143052,,3.61905732,63,105,,84,84,448,Industrial Services,10.88412622,13.36503648,27.77948838,19%,22555000000,1.17E+11,69,145,276,247,184,162,SHO-BOND HOLDINGS CO LTD
TSE:3405,3405,3405,1014,3.39E+11,-3.79506641,-5.32212885,1.60%,197,0.559608,7.03183642,,0.62797661,374,431,,433,413,32,Process Industries,4.45991663,8.54440786,32.22996465,17%,2.05E+11,1.19E+12,270,294,219,287,268,284,KURARAY CO
TSE:4666,4666,4666,1989,3.39E+11,9.88950276,-2.97560976,13.30%,107,1.24666993,102.7821181,12.0076,19.05170648,236,15,289,4,136,380,Consumer Services,1.04997004,11.62475688,22.05397981,11%,36363000000,3.17E+11,432,189,334,369,331,372,PARK 24 CO LTD
TSE:6005,6005,6005,3005,3.39E+11,-30.6805075,6.59808443,-35.00%,472,2.36991132,23.38641506,26.9746,2.12557701,110,150,173,163,149,365,Producer Manufacturing,7.1120558,9.45946824,41.07210424,25%,54952000000,2.18E+11,145,260,152,171,182,159,MIURA CO LTD
TSE:4921,4921,4921,2806,3.39E+11,-20.62234795,-1.81945416,-19.20%,397,3.34619103,54.71049348,66.3442,4.67890753,77,35,63,59,59,466,Consumer Non-Durables,6.4436083,8.78541196,66.63953422,68%,68740000000,1.01E+11,168,284,46,8,127,83,FANCL CORP
TSE:7205,7205,7205,588,3.38E+11,-48.55643045,-9.3990755,-43.20%,489,0.23398301,,8.69757,0.74545817,481,,314,398,398,39,Producer Manufacturing,-7.18969565,-17.6810749,16.75261461,19%,2.51E+11,1.30E+12,497,495,394,245,408,448,HINO MOTORS
TSE:6302,6302,6302,2754,3.37E+11,-5.91048855,-4.375,-1.60%,230,0.36064215,7.54768636,70.4811,0.61740398,432,418,59,437,337,120,Producer Manufacturing,4.10645239,8.24752071,22.28625998,18%,2.12E+11,1.16E+12,287,303,330,268,297,330,SUMITOMO HEAVY INDUSTRIES
TSE:2412,2412,2412,2127,3.37E+11,-60.97247706,3.25242718,-62.20%,499,8.85650949,38.17455876,77.9425,13.63939148,23,57,48,8,34,482,Commercial Services,21.53898297,48.66136134,54.25337354,41%,20402000000,49783000000,12,7,85,55,40,10,BENEFIT ONE INC
TSE:9044,9044,9044,2965,3.36E+11,29.58916084,2.417962,26.50%,44,1.70367468,48.42186211,16.9164,1.38624098,174,38,239,250,175,336,Transportation,0.77156804,2.8991721,10.6840273,2%,18861000000,9.18E+11,441,457,444,464,452,483,NANKAI ELECTRIC RAILWAY CO
TSE:2212,2212,2212,1598,3.33E+11,-14.4081414,-1.66153846,-13.00%,340,0.33007483,28.24360411,20.7141,1.01455532,450,100,210,322,271,201,Consumer Non-Durables,1.67041677,3.64714119,33.72827671,48%,3.55E+11,7.38E+11,406,442,207,33,272,296,YAMAZAKI BAKING LTD
TSE:4733,4733,4733,4435,3.33E+11,-24.31740614,-3.79609544,-21.30%,417,9.65608602,27.63874153,29.6907,2.45628757,20,106,158,139,106,426,Technology Services,7.43344278,9.09762083,84.87249411,17%,28991507000,1.68E+11,135,274,11,289,177,148,OBIC BUSINESS CONSULTANT
TSE:2809,2809,2809,2378,3.31E+11,-6.04504149,5.12820513,-10.60%,306,0.82977617,18.52311497,12.917,1.3598251,312,206,280,255,263,211,Consumer Non-Durables,4.66838736,7.18064296,29.87005282,31%,1.22E+11,3.95E+11,259,346,248,124,244,242,KEWPIE CORP
TSE:7164,7164,7164,4790,3.29E+11,-11.2962963,2.02342918,-13.10%,342,6.79869311,11.83041794,15.3186,1.79569324,34,312,258,198,201,302,Finance,6.96398499,16.23379253,85.79365723,10%,43001000000,4.16E+11,151,99,9,387,162,122,ZENKOKU HOSHO CO LTD
TSE:8876,8876,8876,2146,3.28E+11,-8.52514919,-4.19642857,-4.50%,257,2.18206299,21.37827087,24.4896,6.02557387,127,170,190,36,131,388,Finance,5.49436398,34.13784372,42.99122155,19%,60959000000,3.19E+11,223,13,139,249,156,113,RELO GROUP INC
TSE:6473,6473,6473,956,3.28E+11,-7.89980732,-5.15873016,-2.90%,240,0.2329988,18.39975265,17.5313,0.5331237,483,207,235,459,346,109,Producer Manufacturing,1.31802967,2.97465752,14.25150984,17%,2.36E+11,1.42E+12,421,456,413,302,398,437,JTEKT CORPORATION
TSE:5110,5110,5110,1240,3.26E+11,-15.06849315,3.33333333,-17.80%,380,0.34896358,12.48826083,,0.65127478,442,298,,431,390,49,Consumer Durables,2.31449466,4.90397262,25.39796383,21%,2.60E+11,1.24E+12,377,410,303,226,329,368,SUMITOMO RUBBER INDUSTRIES
TSE:2327,2327,2327,3555,3.25E+11,-4.81927711,-0.14044944,-4.70%,259,1.21511937,16.67745204,15.5064,1.67008296,241,230,256,213,235,253,Technology Services,6.85940757,10.56128263,22.19303932,20%,59725000000,3.04E+11,155,223,331,238,237,234,NS SOLUTIONS CORPORATION
TSE:8056,8056,8056,3220,3.23E+11,3.04,1.25786164,1.80%,194,1.01826537,15.48049578,15.0989,2.50106745,275,244,260,136,229,264,Distribution Services,8.59577515,17.51469269,26.11412899,33%,83138000000,2.49E+11,102,83,295,104,146,106,BIPROGY INC
TSE:8410,8410,8410,275,3.23E+11,10.88709677,3.77358491,6.90%,149,2.35566083,15.69641291,25.3192,1.31826569,114,240,186,261,200,305,Finance,1.64821181,8.57150673,,,,1.27E+12,408,293,,,351,389,SEVEN BANK LTD
TSE:5901,5901,5901,1737,3.20E+11,28.19188192,-3.01507538,32.20%,35,0.39910902,7.49719805,15.1537,0.50595478,425,419,259,466,392,47,Process Industries,3.96727043,6.7763648,12.1603248,10%,1.10E+11,1.14E+12,302,360,429,402,373,416,TOYO SEIKAN GROUP HOLDINGS LIMITED
TSE:6755,6755,6755,3040,3.18E+11,8.41654779,3.8961039,4.40%,172,1.12352602,94.31132633,,2.53022268,253,16,,134,134,383,Producer Manufacturing,1.30244155,2.67377567,21.75906927,24%,64529000000,2.68E+11,422,461,341,184,352,392,FUJITSU GENERAL
TSE:7988,7988,7988,3140,3.18E+11,-11.29943503,0.80256822,-12.00%,327,1.12139321,12.73381714,17.4763,1.5922308,254,291,236,220,250,231,Process Industries,7.52050298,12.60233193,26.5218501,22%,75336000000,3.45E+11,133,165,289,214,200,188,NIFCO INC
TSE:3086,3086,3086,1211,3.17E+11,12.23354958,1.0851419,11.00%,121,0.98692759,19.8767609,7.05857,0.93330213,283,195,321,342,285,184,Retail Trade,1.37576781,4.68612842,46.9032478,10%,1.22E+11,1.16E+12,418,415,114,385,333,376,J FRONT RETAILING CO LTD
TSE:8233,8233,8233,1889,3.15E+11,66.7255075,11.11764706,50.00%,15,0.49028299,15.56852257,,0.80360527,394,242,,379,338,118,Retail Trade,2.01409703,5.74212177,39.74431212,17%,2.01E+11,1.19E+12,393,390,159,295,309,342,TAKASHIMAYA CO
TSE:8136,8136,8136,3880,3.13E+11,43.01511242,5.86630286,35.10%,30,6.04571158,183.5576816,52.6112,7.31000939,37,8,90,29,41,479,Retail Trade,1.92727555,4.02215772,65.98135867,35%,33073000000,93298000000,398,436,50,85,242,238,SANRIO CO LTD
TSE:8570,8570,8570,1430,3.09E+11,-3.83322125,-4.66666667,0.90%,208,0.67696282,10.27181066,,0.73259029,341,356,,402,366,83,Finance,0.47412161,7.06540455,84.98595907,6%,4.10E+11,6.57E+12,447,349,10,428,309,341,AEON FINANCIAL SERVICE CO LIMITED
TSE:8088,8088,8088,5360,3.08E+11,-20.23809524,-1.65137615,-18.90%,394,0.44820346,9.76409369,,1.14552153,410,363,,288,354,102,Distribution Services,5.71282307,12.14184191,26.02948836,28%,1.75E+11,6.16E+11,208,175,297,139,205,193,IWATANI CORPORATION
TSE:6952,6952,6952,1289,3.08E+11,-22.53605769,-2.64350453,-20.40%,408,1.2637127,20.12395746,252.899,1.44665241,234,186,9,240,167,340,Consumer Durables,4.71957634,7.31038726,43.42488278,31%,1.07E+11,3.41E+11,257,341,135,120,213,206,CASIO COMPUTER CO
TSE:1944,1944,1944,1503,3.08E+11,-20.6022187,-2.2756827,-18.80%,393,0.54708022,12.58296817,16.1323,0.60683795,380,295,245,443,341,117,Industrial Services,3.80261989,4.93776698,16.63332684,15%,97148000000,6.59E+11,306,409,396,326,359,399,KINDEN CORPORATION
TSE:9364,9364,9364,2843,3.07E+11,20.82447939,2.52434187,17.80%,84,1.28869529,15.22510888,18.023,0.91198607,228,248,231,355,266,208,Transportation,5.11813266,6.13410965,18.2857292,11%,47945000000,4.41E+11,238,379,378,380,344,387,KAMIGUMI CO LTD
TSE:6481,6481,6481,2485,3.05E+11,-2.51078854,-5.15267176,2.80%,186,1.00292725,10.53673915,,1.03319756,278,348,,314,313,149,Producer Manufacturing,5.66810844,9.52847579,26.11858673,14%,76539000000,5.51E+11,212,256,294,338,275,298,THK CO LTD
TSE:9506,9506,9506,609,3.04E+11,-22.32142857,-11.86685962,-11.90%,322,0.14462031,,,0.43503131,494,,,480,487,1,Utilities,-3.23168182,-19.93373694,-3.11663958,2%,1.10E+11,4.73E+12,493,497,472,461,481,497,TOHOKU ELECTRIC POWER CO INC
TSE:1721,1721,1721,2446,3.04E+11,-16.37606838,-4.22866092,-12.70%,336,0.51867616,11.71614356,,0.88884316,390,318,,363,357,95,Industrial Services,5.66760716,7.84649592,12.84669202,17%,78427000000,4.72E+11,213,322,424,300,315,352,COMSYS HOLDINGS CORP
TSE:5021,5021,5021,3860,3.03E+11,53.96888712,-3.37922403,59.40%,8,0.15647047,2.01894767,5.04486,0.70138266,492,474,332,413,428,22,Energy Minerals,9.34241567,43.84182788,17.80814571,16%,3.71E+11,2.25E+12,88,9,383,304,196,178,COSMO ENERGY HLDGS CO LTD
TSE:4483,4483,4483,4810,3.02E+11,-41.83796856,-10.59479554,-34.90%,471,13.31853053,83.73414538,120.572,8.78268314,11,19,25,21,19,494,Technology Services,5.77733532,11.66538242,58.27225812,18%,11648000000,63265000000,206,187,69,264,182,158,JMDC INC
TSE:8304,8304,8304,2574,3.01E+11,-6.2295082,-6.50199782,0.30%,212,2.29200891,9.4083853,,0.60575664,116,371,,444,310,156,Finance,0.48767509,6.49434941,,,,6.99E+12,446,371,,,409,450,AOZORA BANK
TSE:9533,9533,9533,2844,2.99E+11,-22.29508197,-5.51495017,-17.80%,378,0.58972765,14.80608801,,0.79165313,362,249,,383,331,128,Utilities,3.2507457,5.4057768,28.81467904,18%,1.24E+11,6.73E+11,329,395,260,263,312,347,TOHO GAS CO
TSE:3563,3563,3563,2557,2.97E+11,-47.33264676,6.18770764,-50.40%,496,1.18129633,37.10781196,36.108,4.4533048,245,60,124,64,123,402,Consumer Services,2.49310679,12.03360553,45.47226349,34%,1.12E+11,3.31E+11,367,180,123,102,193,175,FOOD & LIFE COMPANIES LTD
TSE:7167,7167,7167,293,2.96E+11,22.08333333,2.80701754,18.80%,79,1.43884863,8.07794528,,0.32987245,205,406,,493,368,81,Finance,0.16248755,4.1018955,,,,2.45E+13,472,433,,,453,484,MEBUKI FINANCIAL GROUP INC
TSE:4812,4812,4812,4540,2.96E+11,14.35768262,1.56599553,12.60%,110,2.66853513,25.82365649,18.5697,4.56983801,95,122,227,61,126,400,Technology Services,10.78114672,17.39163081,36.8721174,35%,40017000000,1.14E+11,71,84,181,90,107,59,INFORMATION SERVICES INTL-DENTSU
TSE:7947,7947,7947,3605,2.95E+11,-6.48508431,5.71847507,-11.50%,315,1.53446132,28.82346843,,2.27935924,198,96,,152,149,367,Producer Manufacturing,3.93618388,8.12337488,31.2365183,21%,58938000000,2.75E+11,304,309,231,219,266,279,FP CORP
TSE:2871,2871,2871,2256,2.95E+11,-20.36710201,-4.32569975,-16.80%,373,0.50165315,12.93369627,49.6136,1.40111377,392,287,94,249,256,223,Process Industries,5.4043447,11.03579092,16.72083174,23%,1.02E+11,4.49E+11,230,202,395,202,257,260,NICHIREI CORP
TSE:4530,4530,4530,3615,2.93E+11,-12.68115942,7.42942051,-18.70%,392,2.45785071,26.12048622,33.9941,1.14487698,104,116,134,289,161,351,Health Technology,3.50160005,4.26607854,56.98369632,21%,70067000000,3.28E+11,323,426,74,221,261,266,HISAMITSU PHARMACEUTICAL CO INC
TSE:9404,9404,9404,1146,2.92E+11,-10.04709576,-2.88135593,-7.40%,281,0.72245241,6.46789094,8.72186,0.34756384,329,441,313,492,394,45,Consumer Services,4.50161566,5.57170756,37.08458531,15%,1.53E+11,1.01E+12,265,393,174,321,288,315,NIPPON TELEVISION HOLDINGS INC
TSE:7282,7282,7282,2237,2.90E+11,-4.03260403,-5.5719713,1.60%,196,0.35520637,17.40960646,,0.68777129,437,220,,419,359,93,Producer Manufacturing,2.02103605,4.006974,10.81206424,13%,1.17E+11,8.88E+11,392,438,442,350,406,446,TOYODA GOSEI
TSE:5714,5714,5714,4860,2.89E+11,-0.81632653,-9.66542751,9.80%,130,0.35266528,6.64748111,13.2185,0.93584976,440,440,275,341,374,74,Non-Energy Minerals,6.75814848,14.45134501,12.61191139,16%,1.05E+11,6.60E+11,157,127,427,314,256,259,DOWA HOLDINGS
TSE:6849,6849,6849,3380,2.85E+11,-8.64864865,14.84879375,-20.50%,409,1.40690778,12.7582659,13.5882,1.83817121,213,290,272,193,242,246,Health Technology,11.77022592,15.25586361,51.34397706,53%,1.07E+11,2.03E+11,58,113,102,23,74,32,NIHON KOHDEN CORP
TSE:6417,6417,6417,4890,2.84E+11,76.40692641,17.26618705,50.40%,14,3.54407098,11.70246901,15.8596,1.06109922,74,319,249,305,237,251,Producer Manufacturing,8.52182938,9.43432243,56.2593423,16%,47820000000,3.06E+11,103,261,76,315,189,165,SANKYO CO LTD
TSE:2784,2784,2784,1651,2.81E+11,-0.06053269,-2.93944738,3.00%,185,0.1353481,11.14649363,35.2026,0.71662734,497,333,128,409,342,116,Distribution Services,2.33088882,6.46350649,7.1791131,13%,1.78E+11,1.33E+12,374,372,463,347,389,430,ALFRESA HOLDINGS CORP
TSE:8114,8114,8114,3685,2.78E+11,-4.90322581,2.93296089,-7.60%,283,2.59908901,37.99757829,19.5633,3.26626939,100,58,217,101,119,407,Consumer Non-Durables,6.70477048,8.77622913,55.75082421,52%,60579000000,1.16E+11,158,285,80,24,137,99,DESCENTE LTD
TSE:6728,6728,6728,5640,2.78E+11,-9.76,1.07526882,-10.70%,308,1.11864594,13.35334386,10.3881,1.42814111,255,280,305,246,272,200,Electronic Technology,6.24666765,11.35792062,30.56577966,21%,74696000000,3.54E+11,179,196,238,224,209,202,ULVAC INC
TSE:2175,2175,2175,3185,2.78E+11,-25.58411215,6.73592493,-30.30%,463,7.05677854,46.46964132,33.9463,9.10961941,33,41,136,19,57,469,Commercial Services,10.34500876,19.98883305,82.2317512,53%,31962000000,60789000000,76,64,19,22,45,15,SMS CO LTD
TSE:6966,6966,6966,7550,2.76E+11,0.80106809,-3.45268542,4.40%,171,1.93737795,14.75586531,,4.41969035,142,251,,65,153,362,Electronic Technology,13.6072221,28.45750262,21.39709452,17%,26241000000,1.54E+11,40,25,346,294,176,141,MITSUI HIGH TEC INC
TSE:5929,5929,5929,1249,2.76E+11,-13.02228412,-7.06845238,-6.40%,273,0.59038854,12.03911847,73.7915,1.36761881,360,309,55,252,244,239,Producer Manufacturing,5.97147071,11.78360266,29.2883348,35%,1.39E+11,4.00E+11,197,185,256,92,183,161,SANWA HOLDINGS CORP
TSE:2810,2810,2810,2767,2.76E+11,-16.65662651,-4.2891733,-12.90%,339,1.10042171,20.59350906,,1.03369647,259,178,,313,250,232,Consumer Non-Durables,3.61567463,5.14618856,36.82780908,25%,94958000000,3.81E+11,316,404,182,173,269,287,HOUSE FOODS GROUP INC
TSE:9987,9987,9987,3135,2.76E+11,-3.53846154,-5.57228916,2.20%,188,0.125622,15.97481004,,0.66953193,498,237,,424,386,55,Health Technology,1.5002404,4.20177648,7.46431964,14%,1.61E+11,1.17E+12,412,427,461,341,410,455,SUZUKEN CO LTD
TSE:9449,9449,9449,2580,2.75E+11,-15.40983607,-1.11153699,-14.50%,354,1.17878399,12.15222288,,3.86165643,247,305,,76,209,293,Technology Services,1.81661176,31.16796366,58.0763583,9%,1.23E+11,1.43E+12,402,21,70,411,226,226,GMO INTERNET GROUP INC
TSE:4061,4061,4061,3165,2.73E+11,-18.11125485,-4.38066465,-14.40%,352,0.71698179,11.40582089,,0.95656054,331,326,,335,331,131,Process Industries,4.34545603,8.63336051,26.96877126,19%,1.09E+11,5.78E+11,275,291,282,256,276,299,DENKA COMPANY LIMITED
TSE:5076,5076,5076,1016,2.72E+11,9.24731183,-0.68426197,10.00%,129,0.42079003,8.18303689,,0.7773269,419,404,,388,404,35,Industrial Services,3.68542732,10.58139978,14.3264359,10%,84862000000,8.50E+11,313,222,411,398,336,380,INFRONEER HLDGS INC
TSE:3360,3360,3360,2879,2.72E+11,0.27864855,9.7179878,-8.60%,292,0.58225441,24.64793549,37.344,2.29953392,364,136,122,150,193,314,Distribution Services,3.79124153,10.73494731,10.37494821,16%,53644000000,3.27E+11,307,216,446,305,319,359,SHIP HEALTH CARE HOLDINGS INC
TSE:6951,6951,6951,5320,2.71E+11,-36.28742515,-0.56074766,-35.90%,473,1.89090631,18.04675138,16.9715,3.12339399,152,214,238,107,178,329,Health Technology,9.0035299,21.07492113,40.37290026,29%,53896000000,1.86E+11,94,53,155,136,110,63,JEOL LTD
TSE:5444,5444,5444,4350,2.70E+11,21.33891213,-4.07938258,26.50%,45,1.91604927,5.44126191,160.023,0.80982965,146,453,20,378,249,234,Non-Energy Minerals,12.65526685,15.06079737,18.0116432,6%,26063000000,4.53E+11,49,117,380,432,245,243,YAMATO KOGYO CO
TSE:3923,3923,3923,1486,2.69E+11,-55.5754858,0.06734007,-55.60%,498,13.14154358,296.6076492,,31.46070629,12,4,,2,6,499,Technology Services,8.36613272,11.18179594,67.88242189,120%,14031000000,11691000000,107,199,42,2,88,42,RAKUS CO LTD
TSE:4205,4205,4205,1293,2.67E+11,-13.8,-4.29311621,-9.90%,303,0.79206136,8.86189749,64.5362,0.8824399,317,387,65,364,283,188,Process Industries,6.67935175,10.12533924,32.51024494,24%,1.20E+11,4.98E+11,159,237,216,182,199,184,ZEON CORPORATION
TSE:9519,9519,9519,3400,2.67E+11,-31.03448276,-5.68654646,-26.90%,443,9.50095371,57.32913301,,8.6314281,21,33,,22,25,490,Utilities,1.82838921,14.82421167,37.80048077,4%,12077000000,3.09E+11,401,122,169,449,285,311,RENOVA INC
TSE:2811,2811,2811,2966,2.65E+11,3.30895158,-0.13468013,3.40%,183,1.41404561,30.93484291,,2.2576669,211,86,,154,150,364,Consumer Non-Durables,4.09495521,7.38810149,34.86001013,32%,67621000000,2.14E+11,290,336,198,117,235,233,KAGOME CO LTD
